#,Symbol,Company,Index,Unnamed: 4,Unnamed: 5,Unnamed: 6
58.0,LGEN,Legal & General,FTSE100,,,
59.0,LLOY,Lloyds Banking Group,FTSE100,,,
60.0,LMP,LondonMetric Property,FTSE100,,,
61.0,LSEG,London Stock Exchange Group,FTSE100,,,
62.0,MNG,M&G,FTSE100,,,
63.0,MKS,Marks & Spencer,FTSE100,,,
64.0,MRO,Melrose Industries,FTSE100,,,
65.0,MTLN,Metlen Energy & Metals,FTSE100,,,
66.0,MNDI,Mondi,FTSE100,,,
67.0,NG,National Grid plc,FTSE100,,,
68.0,NWG,NatWest Group,FTSE100,,,
69.0,NXT,Next plc,FTSE100,,,
70.0,PSON,Pearson plc,FTSE100,,,
71.0,PSH,Pershing Square Holdings,FTSE100,,,
72.0,PSN,Persimmon,FTSE100,,,
73.0,PHNX,Phoenix Group,FTSE100,,,
74.0,PCT,Polar Capital Technology Trust,FTSE100,,,
76.0,RKT,Reckitt,FTSE100,,,
77.0,REL,RELX,FTSE100,,,
78.0,RTO,Rentokil Initial,FTSE100,,,
79.0,RMV,Rightmove,FTSE100,,,
80.0,RIO,Rio Tinto,FTSE100,,,
81.0,RR,Rolls-Royce Holdings,FTSE100,,,
82.0,SGE,Sage Group,FTSE100,,,
83.0,SBRY,Sainsbury's,FTSE100,,,
84.0,SDR,Schroders,FTSE100,,,
85.0,SMT,Scottish Mortgage Investment Trust,FTSE100,,,
86.0,SGRO,Segro,FTSE100,,,
87.0,SVT,Severn Trent,FTSE100,,,
88.0,SHEL,Shell plc,FTSE100,,,
89.0,SMIN,Smiths Group,FTSE100,,,
90.0,SN,Smith & Nephew,FTSE100,,,
91.0,SPX,Spirax Group,FTSE100,,,
92.0,SSE,SSE plc,FTSE100,,,
93.0,STAN,Standard Chartered,FTSE100,,,
94.0,STJ,St. James's Place,FTSE100,,,
96.0,ULVR,Unilever,FTSE100,,,
97.0,UU,United Utilities,FTSE100,,,
98.0,VOD,Vodafone Group,FTSE100,,,
99.0,WEIR,Weir Group,FTSE100,,,
100.0,WTB,Whitbread,FTSE100,,,
1.0,BTC-USD,Bitcoin,Crypto,,,
2.0,ETH-USD,Ethereum,Crypto,,,
3.0,USDT-USD,Tether,Crypto,,,
4.0,BNB-USD,BNB,Crypto,,,
5.0,XRP-USD,XRP,Crypto,,,
6.0,USDC-USD,USD Coin,Crypto,,,
7.0,SOL-USD,Solana,Crypto,,,
8.0,TRX-USD,TRON,Crypto,,,
9.0,DOGE-USD,Dogecoin,Crypto,,,
10.0,ADA-USD,Cardano,Crypto,,,
11.0,BCH-USD,Bitcoin Cash,Crypto,,,
12.0,LEO-USD,UNUS SED LEO,Crypto,,,
13.0,HYPE-USD,Hyperliquid,Crypto,,,
14.0,XMR-USD,Monero,Crypto,,,
15.0,LINK-USD,Chainlink,Crypto,,,
16.0,CC-USD,Canton,Crypto,,,
17.0,USDE-USD,Ethena USDe,Crypto,,,
18.0,DAI-USD,Dai,Crypto,,,
19.0,XLM-USD,Stellar,Crypto,,,
20.0,HBAR-USD,Hedera,Crypto,,,
21.0,LTC-USD,Litecoin,Crypto,,,
22.0,PYUSD-USD,PayPal USD,Crypto,,,
23.0,AVAX-USD,Avalanche,Crypto,,,
24.0,SUI-USD,Sui,Crypto,,,
25.0,ZEC-USD,Zcash,Crypto,,,
26.0,SHIB-USD,Shiba Inu,Crypto,,,
27.0,CRO-USD,Cronos,Crypto,,,
28.0,TON-USD,Toncoin,Crypto,,,
29.0,WLFI-USD,World Liberty Financial,Crypto,,,
30.0,DOT-USD,Polkadot,Crypto,,,
31.0,UNI-USD,Uniswap,Crypto,,,
32.0,MNT-USD,Mantle,Crypto,,,
33.0,TAO-USD,Bittensor,Crypto,,,
34.0,AAVE-USD,Aave,Crypto,,,
35.0,NEAR-USD,NEAR Protocol,Crypto,,,
36.0,ASTER-USD,Aster,Crypto,,,
37.0,SKY-USD,Sky,Crypto,,,
38.0,OKB-USD,OKB,Crypto,,,
39.0,PEPE-USD,Pepe,Crypto,,,
40.0,ETC-USD,Ethereum Classic,Crypto,,,
41.0,ICP-USD,Internet Computer,Crypto,,,
42.0,ONDO-USD,Ondo,Crypto,,,
43.0,WLD-USD,Worldcoin,Crypto,,,
44.0,POL-USD,Polygon,Crypto,,,
45.0,ENA-USD,Ethena,Crypto,,,
46.0,ATOM-USD,Cosmos,Crypto,,,
47.0,KAS-USD,Kaspa,Crypto,,,
48.0,APT-USD,Aptos,Crypto,,,
49.0,RENDER-USD,Render,Crypto,,,
50.0,FIL-USD,Filecoin,Crypto,,,
,NRDY,,,,,
,BIVI,,,,,
,VIV,,,,,
,PRAA,,,,,
,SHMD,,,,,
,UFPI,,,,,
,EVCM,,,,,
,DEA,,,,,
,EFC,,,,,
,NMFC,,,,,
,CAKE,,,,,
,SFNC,,,,,
,FRSH,,,,,
,NBIS,,,,,
,YSG,,,,,
,PXED,,,,,
,EXTR,,,,,
,BIOX,,,,,
,VHI,,,,,
,CTOS,,,,,
,KMPR,,,,,
,AMTD,,,,,
,UPST,,,,,
,ELLO,,,,,
,LGIH,,,,,
,TU,,,,,
,CREX,,,,,
,NUVL,,,,,
,STRZ,,,,,
,HRB,,,,,
,AKTS,,,,,
,CCO,,,,,
,LOVE,,,,,
,PEB,,,,,
,IDT,,,,,
,NIPG,,,,,
,SLDE,,,,,
,CNF,,,,,
,GPI,,,,,
,IMXI,,,,,
,AIP,,,,,
,ARKO,,,,,
,AEO,,,,,
,CCB,,,,,
,CGAU,,,,,
,FOA,,,,,
,FLEX,,,,,
,DBX,,,,,
,BILL,,,,,
,LTRN,,,,,
,VHC,,,,,
,AS,,,,,
,ATLC,,,,,
,MLR,,,,,
,AUNA,,,,,
,WH,,,,,
,YXT,,,,,
,STIM,,,,,
,NXTT,,,,,
,JUNS,,,,,
,AMTM,,,,,
,GEOS,,,,,
,QTWO,,,,,
,PRLB,,,,,
,ALHC,,,,,
,HOPE,,,,,
,NNDM,,,,,
,DNOW,,,,,
,DXLG,,,,,
,WWD,,,,,
,CLAR,,,,,
,ATR,,,,,
,JILL,,,,,
,LSPD,,,,,
,FWRD,,,,,
,NEOG,,,,,
,CATY,,,,,
,AGYS,,,,,
,IAUX,,,,,
,SMWB,,,,,
,NMRA,,,,,
,KLRS,,,,,
,TRSG,,,,,
,HIW,,,,,
,SPXC,,,,,
,DCO,,,,,
,SWX,,,,,
,AEON,,,,,
,ZG,,,,,
,RCUS,,,,,
,POR,,,,,
,FLUX,,,,,
,LOAR,,,,,
,ESTA,,,,,
,LPX,,,,,
,WKC,,,,,
,RHLD,,,,,
,AAON,,,,,
,SBSI,,,,,
,ZVRA,,,,,
,PRTS,,,,,
,URGN,,,,,
,HBM,,,,,
,GERN,,,,,
,NKTX,,,,,
,KMTS,,,,,
,AMLX,,,,,
,MIDD,,,,,
,TASK,,,,,
,WW,,,,,
,GNE,,,,,
,NUAI,,,,,
,SIGI,,,,,
,PKOH,,,,,
,BTDR,,,,,
,SAH,,,,,
,STUB,,,,,
,RSKD,,,,,
,GDEV,,,,,
,NAT,,,,,
,PBH,,,,,
,AMRZ,,,,,
,ARI,,,,,
,BY,,,,,
,ANF,,,,,
,KPTI,,,,,
,AIMD,,,,,
,VLN,,,,,
,PICS,,,,,
,SCCO,,,,,
,LBGJ,,,,,
,PRIM,,,,,
,NX,,,,,
,LXP,,,,,
,EBC,,,,,
,APPF,,,,,
,IOT,,,,,
,CTNM,,,,,
,NYT,,,,,
,UONEK,,,,,
,VIR,,,,,
,ALLO,,,,,
,UVE,,,,,
,GRDN,,,,,
,LNZA,,,,,
,KURA,,,,,
,WTF,,,,,
,REBN,,,,,
,CWAN,,,,,
,KOS,,,,,
,CRIS,,,,,
,TFX,,,,,
,FPI,,,,,
,ONC,,,,,
,DIN,,,,,
,ACHR,,,,,
,OBK,,,,,
,UGP,,,,,
,HNI,,,,,
,INR,,,,,
,PHUN,,,,,
,MOD,,,,,
,NHTC,,,,,
,CELC,,,,,
,TDC,,,,,
,SNDA,,,,,
,AMPX,,,,,
,FIVE,,,,,
,CATO,,,,,
,SCM,,,,,
,GSL,,,,,
,NVT,,,,,
,XTIA,,,,,
,ARGX,,,,,
,ADXN,,,,,
,BYD,,,,,
,LXRX,,,,,
,LPRO,,,,,
,ACB,,,,,
,VRCA,,,,,
,LFS,,,,,
,INGM,,,,,
,DLO,,,,,
,ROOT,,,,,
,AZZ,,,,,
,TDOC,,,,,
,SLDP,,,,,
,SHLS,,,,,
,MAN,,,,,
,FWONK,,,,,
,CLRO,,,,,
,COTY,,,,,
,ISSC,,,,,
,EPOW,,,,,
,ENLT,,,,,
,BKH,,,,,
,WRN,,,,,
,AMC,,,,,
,WAY,,,,,
,TAYD,,,,,
,UFG,,,,,
,BNS,,,,,
,HNNA,,,,,
,PCRX,,,,,
,HITI,,,,,
,PAC,,,,,
,TONX,,,,,
,BTCS,,,,,
,GBTG,,,,,
,IBEX,,,,,
,MCRB,,,,,
,EUDA,,,,,
,ESCA,,,,,
,UG,,,,,
,BLMN,,,,,
,SGI,,,,,
,RDDT,,,,,
,AUR,,,,,
,PTEN,,,,,
,SPRU,,,,,
,POET,,,,,
,RBBN,,,,,
,GTN,,,,,
,EFSC,,,,,
,RLAY,,,,,
,TLYS,,,,,
,WTRG,,,,,
,SKYW,,,,,
,WMK,,,,,
,MBUU,,,,,
,SRPT,,,,,
,AMAL,,,,,
,DFH,,,,,
,VFF,,,,,
,KNOP,,,,,
,FLX,,,,,
,SURG,,,,,
,IBO,,,,,
,SHOO,,,,,
,EQBK,,,,,
,MPX,,,,,
,NC,,,,,
,SFIX,,,,,
,PUBM,,,,,
,IHRT,,,,,
,NEWT,,,,,
,SMBK,,,,,
,EYE,,,,,
,LMNR,,,,,
,CIB,,,,,
,JWEL,,,,,
,BTG,,,,,
,CCEC,,,,,
,XOS,,,,,
,LSF,,,,,
,HBT,,,,,
,BETA,,,,,
,ROC,,,,,
,CENT,,,,,
,NCTY,,,,,
,LTM,,,,,
,XNET,,,,,
,PRAX,,,,,
,TPG,,,,,
,TME,,,,,
,PENN,,,,,
,TGB,,,,,
,CNEY,,,,,
,MMSI,,,,,
,TATT,,,,,
,TTRX,,,,,
,ANAB,,,,,
,BIOA,,,,,
,TZOO,,,,,
,ESTC,,,,,
,RBA,,,,,
,WABC,,,,,
,UROY,,,,,
,SNEX,,,,,
,TOWN,,,,,
,KLAR,,,,,
,CRNX,,,,,
,CVM,,,,,
,VFS,,,,,
,FDP,,,,,
,S,,,,,
,TNET,,,,,
,ACVA,,,,,
,AHMA,,,,,
,TCBI,,,,,
,DARE,,,,,
,MLCO,,,,,
,CLMB,,,,,
,ADPT,,,,,
,BOOM,,,,,
,CVGI,,,,,
,WPC,,,,,
,LIF,,,,,
,LYTS,,,,,
,NTGR,,,,,
,PLBY,,,,,
,GFF,,,,,
,PRCH,,,,,
,LIVN,,,,,
,BOKF,,,,,
,BSET,,,,,
,MH,,,,,
,LBRDK,,,,,
,WEAV,,,,,
,EXPO,,,,,
,WEX,,,,,
,VNO,,,,,
,TCRT,,,,,
,BIO,,,,,
,SIBN,,,,,
,VERA,,,,,
,INDV,,,,,
,GHG,,,,,
,PERF,,,,,
,DKS,,,,,
,NOK,,,,,
,RNA,,,,,
,MASS,,,,,
,SCI,,,,,
,BZH,,,,,
,GPOR,,,,,
,STNE,,,,,
,FEIM,,,,,
,PRA,,,,,
,CVCO,,,,,
,ORIC,,,,,
,INUV,,,,,
,TANH,,,,,
,BDSX,,,,,
,KRC,,,,,
,PLSE,,,,,
,AMSC,,,,,
,CC,,,,,
,SWVL,,,,,
,ATI,,,,,
,KMDA,,,,,
,RDHL,,,,,
,FDSB,,,,,
,ZJK,,,,,
,TRIN,,,,,
,FND,,,,,
,TIL,,,,,
,BRIA,,,,,
,ITT,,,,,
,YMT,,,,,
,ALGS,,,,,
,LGO,,,,,
,LGPS,,,,,
,FBK,,,,,
,PRKS,,,,,
,GRRR,,,,,
,IBOC,,,,,
,WHF,,,,,
,EQX,,,,,
,HBIO,,,,,
,BNR,,,,,
,YHC,,,,,
,EIG,,,,,
,AFG,,,,,
,HALO,,,,,
,NMRK,,,,,
,ZLAB,,,,,
,FBLA,,,,,
,AGCC,,,,,
,NCPL,,,,,
,LAMR,,,,,
,GEF,,,,,
,BURL,,,,,
,LWLG,,,,,
,SSYS,,,,,
,EGBN,,,,,
,MMI,,,,,
,GOLF,,,,,
,BELFB,,,,,
,AHCO,,,,,
,SPRB,,,,,
,IMUX,,,,,
,GSBD,,,,,
,LZB,,,,,
,ZION,,,,,
,ARQQ,,,,,
,PROF,,,,,
,SAMG,,,,,
,ALKS,,,,,
,CRMT,,,,,
,AMWD,,,,,
,EDIT,,,,,
,HTLM,,,,,
,CLPT,,,,,
,PRDO,,,,,
,MEI,,,,,
,FLWS,,,,,
,MCHB,,,,,
,CENX,,,,,
,PDM,,,,,
,APYX,,,,,
,DHT,,,,,
,ACHC,,,,,
,MSM,,,,,
,BCC,,,,,
,KTOS,,,,,
,SUI,,,,,
,HBNC,,,,,
,BKD,,,,,
,DV,,,,,
,ITRI,,,,,
,KRNT,,,,,
,HP,,,,,
,CANG,,,,,
,FLNC,,,,,
,RDWR,,,,,
,ULH,,,,,
,MXL,,,,,
,MGPI,,,,,
,DSGN,,,,,
,NUTX,,,,,
,GLDG,,,,,
,WT,,,,,
,MBIN,,,,,
,MTX,,,,,
,SMBC,,,,,
,JHX,,,,,
,BRX,,,,,
,DNLI,,,,,
,CCC,,,,,
,BOLT,,,,,
,CNDT,,,,,
,QXO,,,,,
,CSV,,,,,
,ZTO,,,,,
,ONCY,,,,,
,NAVI,,,,,
,NRIM,,,,,
,TMQ,,,,,
,NNOX,,,,,
,VRE,,,,,
,JOYY,,,,,
,TRN,,,,,
,CWEN,,,,,
,SPRY,,,,,
,KB,,,,,
,TTAN,,,,,
,ADAM,,,,,
,PRSU,,,,,
,DYN,,,,,
,CTM,,,,,
,ABOS,,,,,
,XBIT,,,,,
,SRXH,,,,,
,BWIN,,,,,
,MSBI,,,,,
,SPB,,,,,
,DSP,,,,,
,TITN,,,,,
,YMM,,,,,
,MHK,,,,,
,HUHU,,,,,
,KRYS,,,,,
,STRS,,,,,
,FTRE,,,,,
,PDC,,,,,
,AVT,,,,,
,REKR,,,,,
,RGR,,,,,
,WULF,,,,,
,LFUS,,,,,
,CNI,,,,,
,ASR,,,,,
,ZM,,,,,
,SUPN,,,,,
,ETON,,,,,
,NUVB,,,,,
,MBC,,,,,
,FOSL,,,,,
,PBA,,,,,
,CSAN,,,,,
,PFIS,,,,,
,AGH,,,,,
,PI,,,,,
,LKQ,,,,,
,ELE,,,,,
,FLYW,,,,,
,RGA,,,,,
,PAY,,,,,
,LEN.B,,,,,
,SF,,,,,
,BIDU,,,,,
,ADC,,,,,
,OLED,,,,,
,CLB,,,,,
,ECPG,,,,,
,ATEN,,,,,
,SFD,,,,,
,ST,,,,,
,ARW,,,,,
,FBNC,,,,,
,FCFS,,,,,
,LTBR,,,,,
,LMB,,,,,
,INVX,,,,,
,HG,,,,,
,SGP,,,,,
,PAYO,,,,,
,UPB,,,,,
,NERV,,,,,
,NODK,,,,,
,QNCX,,,,,
,SEZL,,,,,
,CALY,,,,,
,SMG,,,,,
,FUBO,,,,,
,PAG,,,,,
,TECX,,,,,
,INO,,,,,
,GGG,,,,,
,OOMA,,,,,
,FIP,,,,,
,CRGY,,,,,
,ONON,,,,,
,STEP,,,,,
,EBF,,,,,
,RLI,,,,,
,SVV,,,,,
,LAES,,,,,
,XLO,,,,,
,CZNC,,,,,
,CISS,,,,,
,ACIU,,,,,
,YTRA,,,,,
,BFS,,,,,
,BWB,,,,,
,ASYS,,,,,
,KT,,,,,
,KOF,,,,,
,SKYT,,,,,
,FLS,,,,,
,TRAK,,,,,
,TROX,,,,,
,RSVR,,,,,
,MFIC,,,,,
,PNFP,,,,,
,SNCY,,,,,
,MXCT,,,,,
,HELP,,,,,
,NDLS,,,,,
,FC,,,,,
,CHH,,,,,
,BCAX,,,,,
,BLLN,,,,,
,AYA,,,,,
,LPTH,,,,,
,SSNC,,,,,
,ING,,,,,
,IMVT,,,,,
,ARWR,,,,,
,AVEX,,,,,
,JLL,,,,,
,CCOI,,,,,
,CRCL,,,,,
,SLF,,,,,
,BBW,,,,,
,NHI,,,,,
,BWA,,,,,
,YELP,,,,,
,DRVN,,,,,
,DPRO,,,,,
,QTTB,,,,,
,SHG,,,,,
,CYTK,,,,,
,YORW,,,,,
,BHE,,,,,
,ARLO,,,,,
,GT,,,,,
,ACT,,,,,
,EVR,,,,,
,NSIT,,,,,
,HMY,,,,,
,CUBI,,,,,
,ACEL,,,,,
,PRQR,,,,,
,FIGR,,,,,
,SKLZ,,,,,
,INV,,,,,
,GTBP,,,,,
,PLAY,,,,,
,ORGN,,,,,
,SCVL,,,,,
,PBFS,,,,,
,OSBC,,,,,
,OPRA,,,,,
,MHO,,,,,
,NEU,,,,,
,LILA,,,,,
,SENEB,,,,,
,IMAX,,,,,
,FFAI,,,,,
,TENB,,,,,
,NBIX,,,,,
,CCAP,,,,,
,PLRZ,,,,,
,LPLA,,,,,
,PFLT,,,,,
,KYTX,,,,,
,RAPP,,,,,
,AM,,,,,
,MORN,,,,,
,AGNC,,,,,
,OGN,,,,,
,ACXP,,,,,
,ARXS,,,,,
,FEDU,,,,,
,VRT,,,,,
,BGDE,,,,,
,AU,,,,,
,MT,,,,,
,MAIN,,,,,
,HEPS,,,,,
,SNDL,,,,,
,REYN,,,,,
,UHAL.B,,,,,
,PDSB,,,,,
,STM,,,,,
,FORR,,,,,
,TARS,,,,,
,BKU,,,,,
,EXOZ,,,,,
,PRK,,,,,
,CPF,,,,,
,PSNL,,,,,
,VG,,,,,
,CYH,,,,,
,IDYA,,,,,
,PAL,,,,,
,CVRX,,,,,
,CBNA,,,,,
,VAL,,,,,
,RZLV,,,,,
,CAAP,,,,,
,NTRA,,,,,
,PSTL,,,,,
,ACA,,,,,
,ALX,,,,,
,CHGG,,,,,
,WBI,,,,,
,RLGT,,,,,
,PAHC,,,,,
,YSXT,,,,,
,XZO,,,,,
,MRTN,,,,,
,IDA,,,,,
,GLNG,,,,,
,MSA,,,,,
,TS,,,,,
,ANGI,,,,,
,BZAI,,,,,
,CUBE,,,,,
,GOLD,,,,,
,GSIT,,,,,
,MESO,,,,,
,MRVI,,,,,
,AOSL,,,,,
,ATRC,,,,,
,XE,,,,,
,OIO,,,,,
,SMHI,,,,,
,ALSN,,,,,
,BSAC,,,,,
,CDZI,,,,,
,FLG,,,,,
,CADL,,,,,
,GNW,,,,,
,BDC,,,,,
,IXHL,,,,,
,SA,,,,,
,RBNE,,,,,
,SLVM,,,,,
,DJCO,,,,,
,MGEE,,,,,
,SSTI,,,,,
,GPK,,,,,
,POWL,,,,,
,ZH,,,,,
,JEF,,,,,
,BCO,,,,,
,AUGO,,,,,
,MNKD,,,,,
,VC,,,,,
,RVYL,,,,,
,ALLY,,,,,
,TRS,,,,,
,FULC,,,,,
,ZGN,,,,,
,NSP,,,,,
,FDMT,,,,,
,HLNE,,,,,
,DGNX,,,,,
,KROS,,,,,
,ALXO,,,,,
,KG,,,,,
,LBRT,,,,,
,DSGR,,,,,
,VUZI,,,,,
,TOST,,,,,
,AMN,,,,,
,SUNS,,,,,
,DLNG,,,,,
,ROG,,,,,
,OMER,,,,,
,CAL,,,,,
,TDAY,,,,,
,IONQ,,,,,
,NYAX,,,,,
,ORI,,,,,
,HTFL,,,,,
,PBF,,,,,
,ONTO,,,,,
,HQY,,,,,
,PGNY,,,,,
,IVR,,,,,
,MWH,,,,,
,PFX,,,,,
,ZDAI,,,,,
,PAM,,,,,
,EXFY,,,,,
,HTLD,,,,,
,COLB,,,,,
,ARVN,,,,,
,UPBD,,,,,
,HY,,,,,
,ENPH,,,,,
,BCYC,,,,,
,REE,,,,,
,SOC,,,,,
,ESEA,,,,,
,SMPL,,,,,
,ALRS,,,,,
,TBBB,,,,,
,NMR,,,,,
,NEGG,,,,,
,CDE,,,,,
,CMP,,,,,
,UDMY,,,,,
,SEG,,,,,
,MNDR,,,,,
,FCBC,,,,,
,SNSE,,,,,
,LEVI,,,,,
,DFTX,,,,,
,SIG,,,,,
,OKYO,,,,,
,XRAY,,,,,
,FLO,,,,,
,BRCB,,,,,
,OMSE,,,,,
,PMVP,,,,,
,AQB,,,,,
,PHVS,,,,,
,GH,,,,,
,INFY,,,,,
,BUD,,,,,
,HTHT,,,,,
,FVRR,,,,,
,SLG,,,,,
,CDNL,,,,,
,SIGA,,,,,
,VSTS,,,,,
,TMCI,,,,,
,VNET,,,,,
,PLMR,,,,,
,ILMN,,,,,
,LBRDA,,,,,
,CHA,,,,,
,ALLT,,,,,
,TNXP,,,,,
,PKE,,,,,
,AA,,,,,
,HYFM,,,,,
,CABA,,,,,
,APLS,,,,,
,GSHD,,,,,
,RELY,,,,,
,OSG,,,,,
,AVTX,,,,,
,GOSS,,,,,
,JCTC,,,,,
,UGI,,,,,
,OLMA,,,,,
,BWEN,,,,,
,CCRN,,,,,
,VIVO,,,,,
,VIPS,,,,,
,ALMS,,,,,
,GWRE,,,,,
,FHN,,,,,
,TCBK,,,,,
,XPL,,,,,
,AAP,,,,,
,STFS,,,,,
,GLXG,,,,,
,VTOL,,,,,
,NWPX,,,,,
,GNTX,,,,,
,RPID,,,,,
,SMA,,,,,
,ARBE,,,,,
,NBHC,,,,,
,BBAR,,,,,
,CPS,,,,,
,MLAB,,,,,
,USLM,,,,,
,EWTX,,,,,
,AMWL,,,,,
,SPT,,,,,
,FTHM,,,,,
,SCSC,,,,,
,BNGO,,,,,
,OWLS,,,,,
,BTE,,,,,
,WNC,,,,,
,THFF,,,,,
,CENN,,,,,
,REPX,,,,,
,MANH,,,,,
,IPGP,,,,,
,PNTG,,,,,
,DOYU,,,,,
,RYAN,,,,,
,ATER,,,,,
,DBVT,,,,,
,HMH,,,,,
,MDAI,,,,,
,TXRH,,,,,
,VSNT,,,,,
,SBRA,,,,,
,THC,,,,,
,RDVT,,,,,
,SLAB,,,,,
,POM,,,,,
,NMIH,,,,,
,WHR,,,,,
,BFC,,,,,
,SMTI,,,,,
,EHGO,,,,,
,NOTV,,,,,
,VCIG,,,,,
,AOUT,,,,,
,LCII,,,,,
,AQN,,,,,
,SIFY,,,,,
,ROKU,,,,,
,CROX,,,,,
,DSGX,,,,,
,OCUL,,,,,
,BSY,,,,,
,ORKT,,,,,
,HDSN,,,,,
,GIB,,,,,
,AKAN,,,,,
,VMI,,,,,
,WHD,,,,,
,GROV,,,,,
,COLD,,,,,
,GOGO,,,,,
,ASX,,,,,
,HUBG,,,,,
,HUBS,,,,,
,CLDX,,,,,
,BN,,,,,
,NP,,,,,
,PAAS,,,,,
,GVA,,,,,
,CAR,,,,,
,UFCS,,,,,
,OCGN,,,,,
,SBSW,,,,,
,WLDN,,,,,
,CAMT,,,,,
,BKKT,,,,,
,WRD,,,,,
,LUCK,,,,,
,BBWI,,,,,
,BVN,,,,,
,ACON,,,,,
,SENEA,,,,,
,VIVS,,,,,
,EQ,,,,,
,GKOS,,,,,
,ANDG,,,,,
,VTSI,,,,,
,WILC,,,,,
,LOT,,,,,
,KGC,,,,,
,PAYP,,,,,
,CFFI,,,,,
,LOCO,,,,,
,OPCH,,,,,
,CODX,,,,,
,NOVT,,,,,
,NSSC,,,,,
,CYN,,,,,
,BROS,,,,,
,UNF,,,,,
,WETH,,,,,
,BLFS,,,,,
,BLDP,,,,,
,AMPL,,,,,
,MTEK,,,,,
,WVE,,,,,
,ADMA,,,,,
,EAF,,,,,
,PONY,,,,,
,VLY,,,,,
,CSTL,,,,,
,ARQT,,,,,
,PSIX,,,,,
,VKTX,,,,,
,TBLA,,,,,
,ABAT,,,,,
,TIPT,,,,,
,DCGO,,,,,
,ANIP,,,,,
,CAST,,,,,
,KAPA,,,,,
,CLBT,,,,,
,SLM,,,,,
,MUR,,,,,
,CDRE,,,,,
,PTGX,,,,,
,DTSS,,,,,
,LECO,,,,,
,WS,,,,,
,MCRI,,,,,
,AGIO,,,,,
,ACMR,,,,,
,OHI,,,,,
,VCEL,,,,,
,SVCO,,,,,
,NXST,,,,,
,NEXN,,,,,
,MSGE,,,,,
,LIMN,,,,,
,SLRC,,,,,
,GLXY,,,,,
,WBS,,,,,
,HLIO,,,,,
,SONO,,,,,
,BWXT,,,,,
,GBCI,,,,,
,GME,,,,,
,FRSX,,,,,
,TLSA,,,,,
,ROCK,,,,,
,BHVN,,,,,
,STRA,,,,,
,ADNT,,,,,
,TBN,,,,,
,TRNS,,,,,
,CVI,,,,,
,VRME,,,,,
,MATW,,,,,
,INDP,,,,,
,MDXG,,,,,
,MTW,,,,,
,CELU,,,,,
,PINS,,,,,
,PHIO,,,,,
,SCLX,,,,,
,RENT,,,,,
,LXEO,,,,,
,AGMB,,,,,
,DLB,,,,,
,ESI,,,,,
,DIBS,,,,,
,IQ,,,,,
,VEEA,,,,,
,RNG,,,,,
,JHG,,,,,
,LASR,,,,,
,PAYS,,,,,
,SMP,,,,,
,QCRH,,,,,
,CNTN,,,,,
,QURE,,,,,
,LTH,,,,,
,VRDN,,,,,
,AROC,,,,,
,TIGO,,,,,
,DOCN,,,,,
,ANNX,,,,,
,REPL,,,,,
,SOGP,,,,,
,TUYA,,,,,
,DT,,,,,
,GPRK,,,,,
,MAGN,,,,,
,UNM,,,,,
,CCBG,,,,,
,INEO,,,,,
,RGP,,,,,
,FIBK,,,,,
,RCT,,,,,
,TFSL,,,,,
,APLE,,,,,
,AFYA,,,,,
,WMS,,,,,
,ACOG,,,,,
,KFRC,,,,,
,HUN,,,,,
,UMBF,,,,,
,PRPL,,,,,
,CAMP,,,,,
,YJ,,,,,
,XAIR,,,,,
,HAO,,,,,
,ECX,,,,,
,PYXS,,,,,
,OUST,,,,,
,PRVA,,,,,
,RSI,,,,,
,ZJYL,,,,,
,TCPC,,,,,
,PLAB,,,,,
,KEX,,,,,
,ENTG,,,,,
,MPT,,,,,
,AUB,,,,,
,CMPR,,,,,
,NXE,,,,,
,ANDE,,,,,
,INSW,,,,,
,ODD,,,,,
,TPB,,,,,
,KE,,,,,
,CMCO,,,,,
,COAG,,,,,
,YALA,,,,,
,CVLT,,,,,
,PLTK,,,,,
,KDK,,,,,
,AVBP,,,,,
,TAOX,,,,,
,IMCR,,,,,
,ENSC,,,,,
,ANRO,,,,,
,SRTA,,,,,
,RS,,,,,
,PENG,,,,,
,SBFM,,,,,
,DOLE,,,,,
,DXC,,,,,
,BHC,,,,,
,TLS,,,,,
,KNX,,,,,
,ASPN,,,,,
,SOFI,,,,,
,FEMY,,,,,
,AZI,,,,,
,EFXT,,,,,
,ALDX,,,,,
,FCEL,,,,,
,DLX,,,,,
,RKLB,,,,,
,BJ,,,,,
,GUTS,,,,,
,ZNTL,,,,,
,CDIO,,,,,
,SYRE,,,,,
,TNGX,,,,,
,FRMI,,,,,
,SNX,,,,,
,WSBC,,,,,
,BIPC,,,,,
,BCE,,,,,
,LVO,,,,,
,CSW,,,,,
,CTMX,,,,,
,AGM,,,,,
,RLX,,,,,
,CALX,,,,,
,CTKB,,,,,
,USAS,,,,,
,BLTE,,,,,
,HSTM,,,,,
,KLXE,,,,,
,BUSE,,,,,
,PTLO,,,,,
,KAI,,,,,
,IMMX,,,,,
,LNG,,,,,
,CDXS,,,,,
,PFSI,,,,,
,FFBC,,,,,
,AWR,,,,,
,ELS,,,,,
,PCOR,,,,,
,FNGR,,,,,
,LQDT,,,,,
,ZYBT,,,,,
,TRDA,,,,,
,CHWY,,,,,
,TALK,,,,,
,NAVN,,,,,
,NABL,,,,,
,BMRC,,,,,
,DNUT,,,,,
,SRCE,,,,,
